id,case_number,title,fir_id,status,case_priority,assigned_officer,officer,district,opened_at,updated_at,summary,crime_type
215,202500001,Vehicle Theft — Bengaluru Urban,215,under_investigation,low,4,Chetan Kumar,Bengaluru Urban,2025-07-27 00:00:00,2026-05-20 00:00:00,Investigation into vehicle theft in Bengaluru Urban. Modus operandi duplicate key. AI has linked this record to related incidents in the region.,Vehicle Theft
216,202500007,Murder — Udupi,216,under_investigation,critical,63,Darshan Kulkarni,Udupi,2025-02-09 00:00:00,2026-06-02 00:00:00,Investigation into murder in Udupi. Modus operandi personal enmity. AI has linked this record to related incidents in the region.,Murder
217,202600003,Vehicle Theft — Ballari,217,under_investigation,low,42,Riyaz Bhat,Ballari,2026-06-30 00:00:00,2026-06-11 00:00:00,Investigation into vehicle theft in Ballari. Modus operandi vehicle lifting. AI has linked this record to related incidents in the region.,Vehicle Theft
218,202500002,Vehicle Theft — Mandya,218,registered,medium,68,Mahesh Bhat,Mandya,2025-11-15 00:00:00,2026-05-20 00:00:00,Investigation into vehicle theft in Mandya. Modus operandi duplicate key. AI has linked this record to related incidents in the region.,Vehicle Theft
219,202600004,Cheating & Fraud — Ballari,219,charge_sheeted,medium,42,Riyaz Bhat,Ballari,2026-03-19 00:00:00,2026-06-17 00:00:00,Investigation into cheating & fraud in Ballari. Modus operandi impersonation. AI has linked this record to related incidents in the region.,Cheating & Fraud
220,202600004,Cybercrime — Tumakuru,220,under_investigation,medium,58,Ramesh Murthy,Tumakuru,2026-01-24 00:00:00,2026-06-04 00:00:00,Investigation into cybercrime in Tumakuru. Modus operandi fake upi link. AI has linked this record to related incidents in the region.,Cybercrime
221,202600001,Burglary — Shivamogga,221,under_investigation,low,54,Vinay Bhat,Shivamogga,2026-06-30 00:00:00,2026-06-20 00:00:00,Investigation into burglary in Shivamogga. Modus operandi night break in. AI has linked this record to related incidents in the region.,Burglary
222,202500005,Burglary — Bengaluru Urban,222,charge_sheeted,low,2,Nagaraj Murthy,Bengaluru Urban,2025-07-19 00:00:00,2026-06-29 00:00:00,Investigation into burglary in Bengaluru Urban. Modus operandi lock breaking. AI has linked this record to related incidents in the region.,Burglary
223,202500004,Cheating & Fraud — Kalaburagi,223,closed,medium,36,Prakash Bhat,Kalaburagi,2025-09-16 00:00:00,2026-05-24 00:00:00,Investigation into cheating & fraud in Kalaburagi. Modus operandi impersonation. AI has linked this record to related incidents in the region.,Cheating & Fraud
224,202500001,Cybercrime — Belagavi,224,charge_sheeted,low,30,Lokesh Naik,Belagavi,2025-05-18 00:00:00,2026-07-05 00:00:00,Investigation into cybercrime in Belagavi. Modus operandi fake upi link. AI has linked this record to related incidents in the region.,Cybercrime
225,202600004,Extortion — Mandya,225,under_investigation,high,71,Basavaraj Kulkarni,Mandya,2026-06-25 00:00:00,2026-06-06 00:00:00,Investigation into extortion in Mandya. Modus operandi threat call. AI has linked this record to related incidents in the region.,Extortion
226,202600005,Murder — Ballari,226,under_investigation,critical,41,Kiran Desai,Ballari,2026-06-05 00:00:00,2026-06-22 00:00:00,Investigation into murder in Ballari. Modus operandi premeditated. AI has linked this record to related incidents in the region.,Murder
227,202500002,Vehicle Theft — Hubballi-Dharwad,227,under_investigation,low,22,Darshan Shetty,Hubballi-Dharwad,2025-05-03 00:00:00,2026-07-13 00:00:00,Investigation into vehicle theft in Hubballi-Dharwad. Modus operandi duplicate key. AI has linked this record to related incidents in the region.,Vehicle Theft
228,202600002,Rioting — Shivamogga,228,under_investigation,low,54,Vinay Bhat,Shivamogga,2026-05-07 00:00:00,2026-05-30 00:00:00,Investigation into rioting in Shivamogga. Modus operandi communal. AI has linked this record to related incidents in the region.,Rioting
229,202600001,Cheating & Fraud — Shivamogga,229,under_investigation,medium,51,Anil Naik,Shivamogga,2026-04-21 00:00:00,2026-07-07 00:00:00,Investigation into cheating & fraud in Shivamogga. Modus operandi fake investment. AI has linked this record to related incidents in the region.,Cheating & Fraud
230,202500003,Burglary — Mandya,230,under_investigation,medium,71,Basavaraj Kulkarni,Mandya,2025-08-08 00:00:00,2026-05-23 00:00:00,Investigation into burglary in Mandya. Modus operandi night break in. AI has linked this record to related incidents in the region.,Burglary
231,202600003,Chain Snatching — Udupi,231,under_investigation,low,64,Chetan Shastri,Udupi,2026-02-03 00:00:00,2026-07-07 00:00:00,Investigation into chain snatching in Udupi. Modus operandi two wheeler getaway. AI has linked this record to related incidents in the region.,Chain Snatching
232,202600003,Cybercrime — Shivamogga,232,registered,medium,53,Riyaz Bhat,Shivamogga,2026-02-26 00:00:00,2026-07-10 00:00:00,Investigation into cybercrime in Shivamogga. Modus operandi fake upi link. AI has linked this record to related incidents in the region.,Cybercrime
233,202500005,Attempt to Murder — Tumakuru,233,registered,high,60,Manjunath Naik,Tumakuru,2025-03-22 00:00:00,2026-06-30 00:00:00,Investigation into attempt to murder in Tumakuru. Modus operandi personal enmity. AI has linked this record to related incidents in the region.,Attempt to Murder
234,202600008,Chain Snatching — Vijayapura,234,under_investigation,medium,45,Imran Kulkarni,Vijayapura,2026-04-20 00:00:00,2026-05-24 00:00:00,Investigation into chain snatching in Vijayapura. Modus operandi crowded market. AI has linked this record to related incidents in the region.,Chain Snatching
235,202600006,Burglary — Ballari,235,under_investigation,low,41,Kiran Desai,Ballari,2026-02-27 00:00:00,2026-06-19 00:00:00,Investigation into burglary in Ballari. Modus operandi cctv blindspot. AI has linked this record to related incidents in the region.,Burglary
236,202600005,Kidnapping — Kalaburagi,236,charge_sheeted,high,33,Pooja Patil,Kalaburagi,2026-04-02 00:00:00,2026-07-03 00:00:00,Investigation into kidnapping in Kalaburagi. Modus operandi personal enmity. AI has linked this record to related incidents in the region.,Kidnapping
237,202500006,Assault — Udupi,237,under_investigation,medium,65,Darshan Naik,Udupi,2025-06-28 00:00:00,2026-06-12 00:00:00,Investigation into assault in Udupi. Modus operandi personal enmity. AI has linked this record to related incidents in the region.,Assault
238,202500002,Vehicle Theft — Mandya,238,registered,low,67,Ganesh Rai,Mandya,2025-07-13 00:00:00,2026-06-07 00:00:00,Investigation into vehicle theft in Mandya. Modus operandi vehicle lifting. AI has linked this record to related incidents in the region.,Vehicle Theft
239,202600007,Assault — Mysuru,239,under_investigation,low,7,Umesh Naik,Mysuru,2026-04-13 00:00:00,2026-06-27 00:00:00,Investigation into assault in Mysuru. Modus operandi personal enmity. AI has linked this record to related incidents in the region.,Assault
240,202500007,Murder — Mysuru,240,under_investigation,critical,9,Suresh Murthy,Mysuru,2025-07-09 00:00:00,2026-07-13 00:00:00,Investigation into murder in Mysuru. Modus operandi personal enmity. AI has linked this record to related incidents in the region.,Murder
241,202500004,Cybercrime — Mandya,241,under_investigation,medium,72,Harish Hegde,Mandya,2025-12-18 00:00:00,2026-07-07 00:00:00,Investigation into cybercrime in Mandya. Modus operandi impersonation. AI has linked this record to related incidents in the region.,Cybercrime
242,202600004,Vehicle Theft — Vijayapura,242,charge_sheeted,medium,47,Mahesh Shetty,Vijayapura,2026-03-05 00:00:00,2026-06-17 00:00:00,Investigation into vehicle theft in Vijayapura. Modus operandi vehicle lifting. AI has linked this record to related incidents in the region.,Vehicle Theft
243,202600005,Dacoity — Bengaluru Urban,243,under_investigation,critical,5,Deepak Hebbar,Bengaluru Urban,2026-01-30 00:00:00,2026-06-04 00:00:00,Investigation into dacoity in Bengaluru Urban. Modus operandi gang operation. AI has linked this record to related incidents in the region.,Dacoity
244,202600005,Cybercrime — Tumakuru,244,charge_sheeted,low,60,Manjunath Naik,Tumakuru,2026-05-31 00:00:00,2026-06-14 00:00:00,Investigation into cybercrime in Tumakuru. Modus operandi impersonation. AI has linked this record to related incidents in the region.,Cybercrime
245,202500002,Robbery — Bengaluru Urban,245,registered,high,5,Deepak Hebbar,Bengaluru Urban,2025-04-30 00:00:00,2026-05-25 00:00:00,Investigation into robbery in Bengaluru Urban. Modus operandi armed robbery. AI has linked this record to related incidents in the region.,Robbery
246,202600005,Cybercrime — Bengaluru Urban,246,charge_sheeted,medium,2,Nagaraj Murthy,Bengaluru Urban,2026-06-08 00:00:00,2026-07-08 00:00:00,Investigation into cybercrime in Bengaluru Urban. Modus operandi otp fraud. AI has linked this record to related incidents in the region.,Cybercrime
247,202600010,House Theft — Kalaburagi,247,registered,medium,34,Anil Kulkarni,Kalaburagi,2026-04-01 00:00:00,2026-05-19 00:00:00,Investigation into house theft in Kalaburagi. Modus operandi lock breaking. AI has linked this record to related incidents in the region.,House Theft
248,202600007,Assault — Hubballi-Dharwad,248,charge_sheeted,medium,20,Ganesh Kumar,Hubballi-Dharwad,2026-07-15 00:00:00,2026-07-02 00:00:00,Investigation into assault in Hubballi-Dharwad. Modus operandi personal enmity. AI has linked this record to related incidents in the region.,Assault
249,202500005,Cybercrime — Vijayapura,249,under_investigation,medium,44,Kavya Shetty,Vijayapura,2025-03-24 00:00:00,2026-06-14 00:00:00,Investigation into cybercrime in Vijayapura. Modus operandi otp fraud. AI has linked this record to related incidents in the region.,Cybercrime
250,202500006,Chain Snatching — Ballari,250,under_investigation,low,39,Ramesh Kumar,Ballari,2025-10-09 00:00:00,2026-07-04 00:00:00,Investigation into chain snatching in Ballari. Modus operandi two wheeler getaway. AI has linked this record to related incidents in the region.,Chain Snatching
251,202500002,Robbery — Dakshina Kannada,251,charge_sheeted,high,18,Manjunath Shetty,Dakshina Kannada,2025-08-11 00:00:00,2026-07-04 00:00:00,Investigation into robbery in Dakshina Kannada. Modus operandi armed robbery. AI has linked this record to related incidents in the region.,Robbery
252,202500005,Burglary — Mandya,252,under_investigation,medium,72,Harish Hegde,Mandya,2025-03-05 00:00:00,2026-06-27 00:00:00,Investigation into burglary in Mandya. Modus operandi lock breaking. AI has linked this record to related incidents in the region.,Burglary
253,202600001,Burglary — Tumakuru,253,under_investigation,low,56,Suresh Murthy,Tumakuru,2026-07-08 00:00:00,2026-05-23 00:00:00,Investigation into burglary in Tumakuru. Modus operandi cctv blindspot. AI has linked this record to related incidents in the region.,Burglary
254,202600004,Robbery — Udupi,254,charge_sheeted,high,65,Darshan Naik,Udupi,2026-03-26 00:00:00,2026-05-28 00:00:00,Investigation into robbery in Udupi. Modus operandi armed robbery. AI has linked this record to related incidents in the region.,Robbery
255,202500004,House Theft — Belagavi,255,charge_sheeted,medium,29,Anil Rao,Belagavi,2025-08-08 00:00:00,2026-06-08 00:00:00,Investigation into house theft in Belagavi. Modus operandi lock breaking. AI has linked this record to related incidents in the region.,House Theft
256,202500003,Burglary — Mandya,256,under_investigation,medium,68,Mahesh Bhat,Mandya,2025-05-23 00:00:00,2026-06-02 00:00:00,Investigation into burglary in Mandya. Modus operandi night break in. AI has linked this record to related incidents in the region.,Burglary
257,202600009,Cheating & Fraud — Vijayapura,257,charge_sheeted,low,44,Kavya Shetty,Vijayapura,2026-07-12 00:00:00,2026-07-14 00:00:00,Investigation into cheating & fraud in Vijayapura. Modus operandi fake investment. AI has linked this record to related incidents in the region.,Cheating & Fraud
258,202600009,Murder — Shivamogga,258,under_investigation,critical,50,Divya Gowda,Shivamogga,2026-06-07 00:00:00,2026-05-20 00:00:00,Investigation into murder in Shivamogga. Modus operandi premeditated. AI has linked this record to related incidents in the region.,Murder
259,202600005,House Theft — Udupi,259,under_investigation,medium,66,Kavya Murthy,Udupi,2026-02-20 00:00:00,2026-06-14 00:00:00,Investigation into house theft in Udupi. Modus operandi lock breaking. AI has linked this record to related incidents in the region.,House Theft
260,202500008,Burglary — Mysuru,260,under_investigation,low,7,Umesh Naik,Mysuru,2025-10-28 00:00:00,2026-07-06 00:00:00,Investigation into burglary in Mysuru. Modus operandi cctv blindspot. AI has linked this record to related incidents in the region.,Burglary
261,202600005,Assault — Dakshina Kannada,261,under_investigation,low,16,Imran Murthy,Dakshina Kannada,2026-04-11 00:00:00,2026-06-29 00:00:00,Investigation into assault in Dakshina Kannada. Modus operandi street fight. AI has linked this record to related incidents in the region.,Assault
262,202500005,Cybercrime — Belagavi,262,under_investigation,low,29,Anil Rao,Belagavi,2025-08-15 00:00:00,2026-06-30 00:00:00,Investigation into cybercrime in Belagavi. Modus operandi impersonation. AI has linked this record to related incidents in the region.,Cybercrime
263,202600005,Cheating & Fraud — Udupi,263,closed,low,61,Imran Shetty,Udupi,2026-04-11 00:00:00,2026-06-25 00:00:00,Investigation into cheating & fraud in Udupi. Modus operandi impersonation. AI has linked this record to related incidents in the region.,Cheating & Fraud
264,202600008,Chain Snatching — Hubballi-Dharwad,264,charge_sheeted,medium,21,Praveen Reddy,Hubballi-Dharwad,2026-05-02 00:00:00,2026-06-14 00:00:00,Investigation into chain snatching in Hubballi-Dharwad. Modus operandi crowded market. AI has linked this record to related incidents in the region.,Chain Snatching
265,202600008,Cybercrime — Hubballi-Dharwad,265,charge_sheeted,medium,24,Yashwanth Rao,Hubballi-Dharwad,2026-06-13 00:00:00,2026-06-10 00:00:00,Investigation into cybercrime in Hubballi-Dharwad. Modus operandi impersonation. AI has linked this record to related incidents in the region.,Cybercrime
266,202500009,House Theft — Mysuru,266,registered,low,9,Suresh Murthy,Mysuru,2025-03-24 00:00:00,2026-06-10 00:00:00,Investigation into house theft in Mysuru. Modus operandi lock breaking. AI has linked this record to related incidents in the region.,House Theft
267,202600007,Cheating & Fraud — Belagavi,267,under_investigation,medium,25,Girish Reddy,Belagavi,2026-05-06 00:00:00,2026-07-13 00:00:00,Investigation into cheating & fraud in Belagavi. Modus operandi impersonation. AI has linked this record to related incidents in the region.,Cheating & Fraud
268,202600006,Burglary — Udupi,268,charge_sheeted,medium,64,Chetan Shastri,Udupi,2026-06-30 00:00:00,2026-06-29 00:00:00,Investigation into burglary in Udupi. Modus operandi night break in. AI has linked this record to related incidents in the region.,Burglary
269,202600010,Murder — Shivamogga,269,registered,critical,50,Divya Gowda,Shivamogga,2026-03-22 00:00:00,2026-06-23 00:00:00,Investigation into murder in Shivamogga. Modus operandi personal enmity. AI has linked this record to related incidents in the region.,Murder
270,202600004,Assault — Shivamogga,270,under_investigation,low,53,Riyaz Bhat,Shivamogga,2026-04-21 00:00:00,2026-05-16 00:00:00,Investigation into assault in Shivamogga. Modus operandi street fight. AI has linked this record to related incidents in the region.,Assault
271,202600005,Vehicle Theft — Vijayapura,271,under_investigation,low,48,Suresh Kumar,Vijayapura,2026-05-13 00:00:00,2026-05-22 00:00:00,Investigation into vehicle theft in Vijayapura. Modus operandi duplicate key. AI has linked this record to related incidents in the region.,Vehicle Theft
272,202500006,Assault — Mandya,272,charge_sheeted,medium,70,Shivaraj Nayak,Mandya,2025-12-19 00:00:00,2026-05-28 00:00:00,Investigation into assault in Mandya. Modus operandi street fight. AI has linked this record to related incidents in the region.,Assault
273,202600008,Cybercrime — Mysuru,273,registered,medium,7,Umesh Naik,Mysuru,2026-04-17 00:00:00,2026-06-14 00:00:00,Investigation into cybercrime in Mysuru. Modus operandi otp fraud. AI has linked this record to related incidents in the region.,Cybercrime
274,202600010,Robbery — Vijayapura,274,charge_sheeted,high,43,Kiran Bhat,Vijayapura,2026-02-03 00:00:00,2026-06-15 00:00:00,Investigation into robbery in Vijayapura. Modus operandi armed robbery. AI has linked this record to related incidents in the region.,Robbery
275,202500007,Vehicle Theft — Udupi,275,charge_sheeted,low,64,Chetan Shastri,Udupi,2025-09-24 00:00:00,2026-06-24 00:00:00,Investigation into vehicle theft in Udupi. Modus operandi vehicle lifting. AI has linked this record to related incidents in the region.,Vehicle Theft
276,202600007,Attempt to Murder — Udupi,276,charge_sheeted,high,66,Kavya Murthy,Udupi,2026-01-17 00:00:00,2026-07-15 00:00:00,Investigation into attempt to murder in Udupi. Modus operandi gang rivalry. AI has linked this record to related incidents in the region.,Attempt to Murder
277,202500004,Cybercrime — Dakshina Kannada,277,closed,low,13,Rekha Rao,Dakshina Kannada,2025-07-22 00:00:00,2026-06-09 00:00:00,Investigation into cybercrime in Dakshina Kannada. Modus operandi impersonation. AI has linked this record to related incidents in the region.,Cybercrime
278,202600011,Chain Snatching — Shivamogga,278,charge_sheeted,medium,50,Divya Gowda,Shivamogga,2026-02-14 00:00:00,2026-07-07 00:00:00,Investigation into chain snatching in Shivamogga. Modus operandi crowded market. AI has linked this record to related incidents in the region.,Chain Snatching
279,202600003,Burglary — Mysuru,279,under_investigation,medium,11,Riyaz Reddy,Mysuru,2026-05-23 00:00:00,2026-07-08 00:00:00,Investigation into burglary in Mysuru. Modus operandi night break in. AI has linked this record to related incidents in the region.,Burglary
280,202500004,Attempt to Murder — Mandya,280,charge_sheeted,high,68,Mahesh Bhat,Mandya,2025-11-18 00:00:00,2026-06-30 00:00:00,Investigation into attempt to murder in Mandya. Modus operandi gang rivalry. AI has linked this record to related incidents in the region.,Attempt to Murder
281,202600006,Robbery — Tumakuru,281,under_investigation,high,58,Ramesh Murthy,Tumakuru,2026-01-16 00:00:00,2026-06-04 00:00:00,Investigation into robbery in Tumakuru. Modus operandi armed robbery. AI has linked this record to related incidents in the region.,Robbery
282,202600006,House Theft — Vijayapura,282,charge_sheeted,low,47,Mahesh Shetty,Vijayapura,2026-05-07 00:00:00,2026-06-21 00:00:00,Investigation into house theft in Vijayapura. Modus operandi lock breaking. AI has linked this record to related incidents in the region.,House Theft
283,202600011,Rioting — Vijayapura,283,under_investigation,low,43,Kiran Bhat,Vijayapura,2026-06-16 00:00:00,2026-05-19 00:00:00,Investigation into rioting in Vijayapura. Modus operandi communal. AI has linked this record to related incidents in the region.,Rioting
284,202500003,Dacoity — Bengaluru Urban,284,under_investigation,critical,6,Ravi Hegde,Bengaluru Urban,2025-02-21 00:00:00,2026-06-26 00:00:00,Investigation into dacoity in Bengaluru Urban. Modus operandi gang operation. AI has linked this record to related incidents in the region.,Dacoity
285,202500010,Robbery — Mysuru,285,under_investigation,high,8,Abdul Patil,Mysuru,2025-06-03 00:00:00,2026-07-07 00:00:00,Investigation into robbery in Mysuru. Modus operandi armed robbery. AI has linked this record to related incidents in the region.,Robbery
286,202500008,Chain Snatching — Udupi,286,charge_sheeted,medium,66,Kavya Murthy,Udupi,2025-05-17 00:00:00,2026-06-10 00:00:00,Investigation into chain snatching in Udupi. Modus operandi crowded market. AI has linked this record to related incidents in the region.,Chain Snatching
287,202500005,Vehicle Theft — Mandya,287,under_investigation,low,67,Ganesh Rai,Mandya,2025-02-09 00:00:00,2026-06-19 00:00:00,Investigation into vehicle theft in Mandya. Modus operandi duplicate key. AI has linked this record to related incidents in the region.,Vehicle Theft
288,202600012,Cheating & Fraud — Vijayapura,288,under_investigation,medium,43,Kiran Bhat,Vijayapura,2026-05-09 00:00:00,2026-07-02 00:00:00,Investigation into cheating & fraud in Vijayapura. Modus operandi fake investment. AI has linked this record to related incidents in the region.,Cheating & Fraud
289,202500003,Cheating & Fraud — Hubballi-Dharwad,289,under_investigation,low,24,Yashwanth Rao,Hubballi-Dharwad,2025-03-03 00:00:00,2026-06-27 00:00:00,Investigation into cheating & fraud in Hubballi-Dharwad. Modus operandi impersonation. AI has linked this record to related incidents in the region.,Cheating & Fraud
290,202500006,Vehicle Theft — Bengaluru Urban,290,under_investigation,low,1,Darshan Shastri,Bengaluru Urban,2025-12-17 00:00:00,2026-07-03 00:00:00,Investigation into vehicle theft in Bengaluru Urban. Modus operandi duplicate key. AI has linked this record to related incidents in the region.,Vehicle Theft
291,202600008,Burglary — Udupi,291,under_investigation,low,65,Darshan Naik,Udupi,2026-01-24 00:00:00,2026-06-13 00:00:00,Investigation into burglary in Udupi. Modus operandi lock breaking. AI has linked this record to related incidents in the region.,Burglary
292,202600006,Burglary — Bengaluru Urban,292,charge_sheeted,medium,1,Darshan Shastri,Bengaluru Urban,2026-04-25 00:00:00,2026-06-13 00:00:00,Investigation into burglary in Bengaluru Urban. Modus operandi cctv blindspot. AI has linked this record to related incidents in the region.,Burglary
293,202500002,Robbery — Bengaluru Urban,293,under_investigation,high,3,Kumar Gowda,Bengaluru Urban,2025-12-14 00:00:00,2026-05-25 00:00:00,Investigation into robbery in Bengaluru Urban. Modus operandi two wheeler getaway. AI has linked this record to related incidents in the region.,Robbery
294,202600008,Chain Snatching — Belagavi,294,registered,low,27,Ramesh Bhat,Belagavi,2026-03-26 00:00:00,2026-07-01 00:00:00,Investigation into chain snatching in Belagavi. Modus operandi crowded market. AI has linked this record to related incidents in the region.,Chain Snatching
295,202600007,Rioting — Tumakuru,295,under_investigation,medium,55,Naveen Bhat,Tumakuru,2026-07-04 00:00:00,2026-06-25 00:00:00,Investigation into rioting in Tumakuru. Modus operandi mob. AI has linked this record to related incidents in the region.,Rioting
296,202600009,Vehicle Theft — Mysuru,296,registered,medium,9,Suresh Murthy,Mysuru,2026-05-25 00:00:00,2026-07-13 00:00:00,Investigation into vehicle theft in Mysuru. Modus operandi duplicate key. AI has linked this record to related incidents in the region.,Vehicle Theft
297,202500005,Assault — Kalaburagi,297,closed,low,35,Deepak Kumar,Kalaburagi,2025-06-09 00:00:00,2026-06-28 00:00:00,Investigation into assault in Kalaburagi. Modus operandi personal enmity. AI has linked this record to related incidents in the region.,Assault
298,202600005,Drug Trafficking — Mandya,298,under_investigation,high,67,Ganesh Rai,Mandya,2026-05-27 00:00:00,2026-07-10 00:00:00,Investigation into drug trafficking in Mandya. Modus operandi drug courier. AI has linked this record to related incidents in the region.,Drug Trafficking
299,202600006,Kidnapping — Kalaburagi,299,under_investigation,high,33,Pooja Patil,Kalaburagi,2026-04-22 00:00:00,2026-06-05 00:00:00,Investigation into kidnapping in Kalaburagi. Modus operandi ransom. AI has linked this record to related incidents in the region.,Kidnapping
300,202500002,Assault — Ballari,300,charge_sheeted,medium,40,Deepak Naik,Ballari,2025-10-26 00:00:00,2026-06-06 00:00:00,Investigation into assault in Ballari. Modus operandi street fight. AI has linked this record to related incidents in the region.,Assault
301,202500003,Cheating & Fraud — Ballari,301,under_investigation,medium,41,Kiran Desai,Ballari,2025-12-01 00:00:00,2026-05-19 00:00:00,Investigation into cheating & fraud in Ballari. Modus operandi impersonation. AI has linked this record to related incidents in the region.,Cheating & Fraud
302,202600007,Vehicle Theft — Vijayapura,302,registered,medium,47,Mahesh Shetty,Vijayapura,2026-07-14 00:00:00,2026-07-08 00:00:00,Investigation into vehicle theft in Vijayapura. Modus operandi vehicle lifting. AI has linked this record to related incidents in the region.,Vehicle Theft
303,202600009,House Theft — Belagavi,303,under_investigation,medium,27,Ramesh Bhat,Belagavi,2026-02-26 00:00:00,2026-05-16 00:00:00,Investigation into house theft in Belagavi. Modus operandi lock breaking. AI has linked this record to related incidents in the region.,House Theft
304,202600013,Cybercrime — Vijayapura,304,under_investigation,medium,45,Imran Kulkarni,Vijayapura,2026-04-03 00:00:00,2026-06-21 00:00:00,Investigation into cybercrime in Vijayapura. Modus operandi fake upi link. AI has linked this record to related incidents in the region.,Cybercrime
305,202600006,Burglary — Belagavi,305,charge_sheeted,medium,30,Lokesh Naik,Belagavi,2026-05-27 00:00:00,2026-06-15 00:00:00,Investigation into burglary in Belagavi. Modus operandi lock breaking. AI has linked this record to related incidents in the region.,Burglary
306,202500006,Cheating & Fraud — Hubballi-Dharwad,306,under_investigation,medium,20,Ganesh Kumar,Hubballi-Dharwad,2025-07-23 00:00:00,2026-06-15 00:00:00,Investigation into cheating & fraud in Hubballi-Dharwad. Modus operandi fake investment. AI has linked this record to related incidents in the region.,Cheating & Fraud
307,202600010,Vehicle Theft — Belagavi,307,under_investigation,medium,27,Ramesh Bhat,Belagavi,2026-07-13 00:00:00,2026-06-26 00:00:00,Investigation into vehicle theft in Belagavi. Modus operandi duplicate key. AI has linked this record to related incidents in the region.,Vehicle Theft
308,202600006,Cheating & Fraud — Udupi,308,under_investigation,low,61,Imran Shetty,Udupi,2026-05-16 00:00:00,2026-06-14 00:00:00,Investigation into cheating & fraud in Udupi. Modus operandi impersonation. AI has linked this record to related incidents in the region.,Cheating & Fraud
309,202600008,Assault — Tumakuru,309,under_investigation,medium,56,Suresh Murthy,Tumakuru,2026-06-04 00:00:00,2026-07-04 00:00:00,Investigation into assault in Tumakuru. Modus operandi street fight. AI has linked this record to related incidents in the region.,Assault
310,202500009,Rioting — Udupi,310,under_investigation,medium,64,Chetan Shastri,Udupi,2025-12-08 00:00:00,2026-05-27 00:00:00,Investigation into rioting in Udupi. Modus operandi mob. AI has linked this record to related incidents in the region.,Rioting
311,202500007,Robbery — Hubballi-Dharwad,311,closed,high,20,Ganesh Kumar,Hubballi-Dharwad,2025-06-11 00:00:00,2026-06-22 00:00:00,Investigation into robbery in Hubballi-Dharwad. Modus operandi two wheeler getaway. AI has linked this record to related incidents in the region.,Robbery
312,202500004,Vehicle Theft — Hubballi-Dharwad,312,closed,low,24,Yashwanth Rao,Hubballi-Dharwad,2025-03-18 00:00:00,2026-07-08 00:00:00,Investigation into vehicle theft in Hubballi-Dharwad. Modus operandi vehicle lifting. AI has linked this record to related incidents in the region.,Vehicle Theft
313,202500007,Kidnapping — Bengaluru Urban,313,charge_sheeted,high,2,Nagaraj Murthy,Bengaluru Urban,2025-06-19 00:00:00,2026-06-05 00:00:00,Investigation into kidnapping in Bengaluru Urban. Modus operandi personal enmity. AI has linked this record to related incidents in the region.,Kidnapping
314,202500003,Robbery — Tumakuru,314,under_investigation,high,55,Naveen Bhat,Tumakuru,2025-06-22 00:00:00,2026-06-01 00:00:00,Investigation into robbery in Tumakuru. Modus operandi armed robbery. AI has linked this record to related incidents in the region.,Robbery
315,202600007,Counterfeiting — Bengaluru Urban,315,closed,high,2,Nagaraj Murthy,Bengaluru Urban,2026-02-22 00:00:00,2026-05-17 00:00:00,Investigation into counterfeiting in Bengaluru Urban. Modus operandi fake currency. AI has linked this record to related incidents in the region.,Counterfeiting
316,202500010,Rioting — Udupi,316,under_investigation,medium,64,Chetan Shastri,Udupi,2025-09-17 00:00:00,2026-06-16 00:00:00,Investigation into rioting in Udupi. Modus operandi mob. AI has linked this record to related incidents in the region.,Rioting
317,202600001,Dacoity — Mysuru,317,registered,critical,9,Suresh Murthy,Mysuru,2026-02-04 00:00:00,2026-06-21 00:00:00,Investigation into dacoity in Mysuru. Modus operandi gang operation. AI has linked this record to related incidents in the region.,Dacoity
318,202600001,Burglary — Mandya,318,closed,low,68,Mahesh Bhat,Mandya,2026-01-23 00:00:00,2026-05-28 00:00:00,Investigation into burglary in Mandya. Modus operandi night break in. AI has linked this record to related incidents in the region.,Burglary
319,202500001,House Theft — Bengaluru Urban,319,charge_sheeted,medium,1,Darshan Shastri,Bengaluru Urban,2025-09-03 00:00:00,2026-06-12 00:00:00,Investigation into house theft in Bengaluru Urban. Modus operandi insider info. AI has linked this record to related incidents in the region.,House Theft
320,202600008,Chain Snatching — Vijayapura,320,under_investigation,low,47,Mahesh Shetty,Vijayapura,2026-03-07 00:00:00,2026-07-08 00:00:00,Investigation into chain snatching in Vijayapura. Modus operandi crowded market. AI has linked this record to related incidents in the region.,Chain Snatching
321,202600009,Burglary — Hubballi-Dharwad,321,under_investigation,medium,21,Praveen Reddy,Hubballi-Dharwad,2026-02-18 00:00:00,2026-06-13 00:00:00,Investigation into burglary in Hubballi-Dharwad. Modus operandi cctv blindspot. AI has linked this record to related incidents in the region.,Burglary
322,202600011,Attempt to Murder — Dakshina Kannada,322,charge_sheeted,high,15,Divya Reddy,Dakshina Kannada,2026-02-04 00:00:00,2026-06-02 00:00:00,Investigation into attempt to murder in Dakshina Kannada. Modus operandi personal enmity. AI has linked this record to related incidents in the region.,Attempt to Murder
323,202500006,Rioting — Mandya,323,closed,medium,68,Mahesh Bhat,Mandya,2025-09-13 00:00:00,2026-07-14 00:00:00,Investigation into rioting in Mandya. Modus operandi mob. AI has linked this record to related incidents in the region.,Rioting
